"id_transacao";"data_hora";"dispositivo";"valor_solic";"valor_aut";"status";"ag_financeiro"
2625;"2020-06-01 18:59:13";408;9660.07;9660.07;0;6
2626;"2020-06-01 01:49:41";626;6323.91;6323.91;0;6
2627;"2020-06-01 12:15:16";109;3921.09;0.0;1;8
2628;"2020-06-01 14:04:45";498;1222.6;0.0;1;6
2629;"2020-06-01 08:44:40";255;4957.71;4957.71;0;8
2630;"2020-06-01 17:44:33";736;7975.19;0.0;2;6
2631;"2020-06-01 02:50:52";779;1252.35;1252.35;0;1
2632;"2020-06-01 09:54:03";744;6978.86;0.0;1;1
2633;"2020-06-01 19:38:33";442;4164.59;4164.59;0;8
2634;"2020-06-01 15:47:27";12;8505.61;0.0;1;5
2635;"2020-06-01 12:02:36";941;560.43;560.43;0;6
2636;"2020-06-01 12:51:47";518;5049.0;0.0;1;6
2637;"2020-06-01 10:25:20";451;9805.81;0.0;2;10
2638;"2020-06-01 12:53:18";137;8695.08;8695.08;0;10
2639;"2020-06-01 12:22:15";41;3382.0;3382.0;0;10
2640;"2020-06-01 20:05:16";450;7037.7;0.0;2;4
2641;"2020-06-01 02:14:43";103;1536.77;0.0;1;2
2642;"2020-06-01 04:42:55";716;2547.68;0.0;1;5
2643;"2020-06-01 11:04:12";925;3126.88;0.0;1;10
2644;"2020-06-01 13:18:49";65;9140.2;9140.2;0;6
2645;"2020-06-01 16:09:12";965;8003.67;8003.67;0;1
2646;"2020-06-01 22:10:50";848;7693.69;0.0;2;5
2647;"2020-06-01 07:42:21";133;4156.94;0.0;2;3
2648;"2020-06-01 23:22:18";31;9779.32;0.0;2;8
2649;"2020-06-01 04:04:48";395;7419.89;0.0;1;1
2650;"2020-06-01 01:23:28";198;7278.0;0.0;2;3
2651;"2020-06-01 19:48:59";176;249.71;249.71;0;8
2652;"2020-06-01 14:09:15";374;9901.87;9901.87;0;3
2653;"2020-06-01 18:53:41";56;8178.86;0.0;1;1
2654;"2020-06-01 21:08:06";101;4003.84;0.0;1;7
2655;"2020-06-01 10:57:56";908;568.97;0.0;2;6
2656;"2020-06-01 11:17:14";42;4147.09;0.0;1;3
2657;"2020-06-01 18:31:34";567;3724.11;0.0;2;6
2658;"2020-06-01 04:10:15";448;4509.96;0.0;1;4
2659;"2020-06-01 09:46:11";936;4008.61;0.0;1;3
2660;"2020-06-01 18:42:29";869;4703.36;0.0;2;1
2661;"2020-06-01 12:48:32";663;985.47;0.0;1;9
2662;"2020-06-01 09:23:36";141;4457.07;0.0;1;5
2663;"2020-06-01 03:33:11";625;2707.96;0.0;2;5
2664;"2020-06-01 08:34:20";465;2960.03;0.0;1;4
2665;"2020-06-01 17:16:14";882;8965.44;0.0;1;4
2666;"2020-06-01 06:37:22";871;1584.02;0.0;1;3
2667;"2020-06-01 20:31:54";827;2655.6;0.0;1;3
2668;"2020-06-01 02:30:12";953;7040.24;0.0;2;6
2669;"2020-06-01 02:49:47";203;3522.92;0.0;2;4
2670;"2020-06-01 09:01:42";765;5566.25;0.0;1;5
2671;"2020-06-01 07:59:21";853;3605.62;0.0;2;5
2672;"2020-06-01 23:40:55";722;5966.28;5966.28;0;7
2673;"2020-06-01 03:24:52";470;6051.6;6051.6;0;6
2674;"2020-06-01 02:23:41";162;9769.18;0.0;2;4
2675;"2020-06-01 23:59:40";496;2024.12;0.0;1;6
2676;"2020-06-01 17:15:14";495;3562.62;3562.62;0;10
2677;"2020-06-01 20:54:19";626;7588.49;0.0;2;9
2678;"2020-06-01 19:07:50";330;936.14;936.14;0;1
2679;"2020-06-01 22:18:12";78;9465.71;0.0;1;8
2680;"2020-06-01 13:36:24";10;7242.86;0.0;2;9
2681;"2020-06-01 06:44:14";868;5913.23;5913.23;0;3
2682;"2020-06-01 11:48:53";384;8485.35;8485.35;0;10
2683;"2020-06-01 07:41:54";519;4648.64;0.0;2;3
2684;"2020-06-01 04:09:00";503;8555.27;0.0;2;3
2685;"2020-06-01 09:30:02";852;1411.83;1411.83;0;5
2686;"2020-06-01 01:46:53";973;5412.85;0.0;1;2
2687;"2020-06-01 23:48:18";358;553.98;0.0;2;1
2688;"2020-06-01 03:47:28";925;3777.62;0.0;2;8
2689;"2020-06-01 19:09:19";870;7878.86;0.0;2;3
2690;"2020-06-01 09:40:08";511;7807.65;0.0;1;7
2691;"2020-06-01 15:24:50";406;8118.34;0.0;1;1
2692;"2020-06-01 18:28:39";452;3955.48;3955.48;0;10
2693;"2020-06-01 18:45:42";685;7019.97;0.0;2;6
2694;"2020-06-01 00:02:26";772;9683.18;9683.18;0;5
2695;"2020-06-01 19:48:54";404;5521.36;5521.36;0;2
2696;"2020-06-01 01:03:04";369;4569.41;0.0;2;8
2697;"2020-06-01 03:34:13";288;192.09;0.0;2;5
2698;"2020-06-01 13:14:32";639;4213.43;0.0;2;7
2699;"2020-06-01 14:47:19";585;6688.17;0.0;1;9
2700;"2020-06-01 11:19:03";764;5494.54;5494.54;0;9
2701;"2020-06-01 09:08:59";317;7881.34;7881.34;0;10
2702;"2020-06-01 10:51:42";578;1534.63;0.0;1;1
2703;"2020-06-01 15:27:17";429;4433.82;0.0;1;4
2704;"2020-06-01 07:51:53";730;2082.46;2082.46;0;1
2705;"2020-06-01 11:14:35";231;6569.45;0.0;1;10
2706;"2020-06-01 15:10:27";130;7033.11;0.0;1;10
2707;"2020-06-01 01:04:08";218;2670.81;2670.81;0;7
2708;"2020-06-01 02:24:02";925;8048.83;0.0;2;10
2709;"2020-06-01 21:23:46";541;3977.0;0.0;1;1
2710;"2020-06-01 00:41:13";266;2487.19;2487.19;0;3
2711;"2020-06-01 17:20:38";135;8282.3;8282.3;0;2
2712;"2020-06-01 18:42:53";300;390.67;390.67;0;2
2713;"2020-06-01 22:30:52";521;7197.3;0.0;2;10
2714;"2020-06-01 05:21:00";895;5565.63;0.0;1;2
2715;"2020-06-01 15:37:33";694;6633.01;0.0;1;7
2716;"2020-06-01 04:28:22";717;5786.5;0.0;1;5
2717;"2020-06-01 06:56:29";767;3947.85;0.0;2;5
2718;"2020-06-01 10:40:29";123;1007.74;1007.74;0;8
2719;"2020-06-01 13:20:20";195;5246.23;5246.23;0;8
2720;"2020-06-01 13:37:47";937;6848.0;0.0;2;7
2721;"2020-06-01 08:54:08";843;5066.27;5066.27;0;5
2722;"2020-06-01 23:15:17";73;9319.52;9319.52;0;4
2723;"2020-06-01 15:21:03";688;7919.6;7919.6;0;7
2724;"2020-06-01 15:03:30";45;5195.51;0.0;1;4
2725;"2020-06-01 21:50:10";962;6465.97;0.0;2;2
2726;"2020-06-01 20:14:49";118;6018.05;0.0;1;8
2727;"2020-06-01 21:21:58";589;6483.99;0.0;1;4
2728;"2020-06-01 09:23:00";944;6620.82;0.0;2;5
2729;"2020-06-01 23:19:27";250;1041.72;1041.72;0;6
2730;"2020-06-01 10:22:02";331;6340.55;6340.55;0;4
2731;"2020-06-01 03:25:04";617;9528.79;0.0;1;4
2732;"2020-06-01 08:42:43";865;1579.14;1579.14;0;8
2733;"2020-06-01 00:29:49";620;5478.69;5478.69;0;6
2734;"2020-06-01 14:18:12";788;6907.27;6907.27;0;8
2735;"2020-06-01 23:37:15";151;6723.82;6723.82;0;2
2736;"2020-06-01 03:28:56";151;1918.04;1918.04;0;3
2737;"2020-06-01 02:26:00";624;3568.48;3568.48;0;10
2738;"2020-06-01 05:08:25";13;7086.8;0.0;2;2
2739;"2020-06-01 05:08:11";365;3861.98;3861.98;0;3
2740;"2020-06-01 09:40:53";665;2104.88;0.0;1;5
2741;"2020-06-01 02:30:21";871;6473.75;0.0;2;3
2742;"2020-06-01 04:59:25";468;8759.86;0.0;2;6
2743;"2020-06-01 14:32:55";688;7428.51;0.0;1;3
2744;"2020-06-01 12:01:56";181;255.13;0.0;2;5
2745;"2020-06-01 02:54:27";709;1408.54;0.0;1;10
2746;"2020-06-01 12:56:04";386;3812.25;0.0;1;10
2747;"2020-06-01 19:50:30";140;8371.8;0.0;2;4
2748;"2020-06-01 10:19:41";16;992.5;0.0;1;10
2749;"2020-06-01 09:54:02";833;3414.02;0.0;1;7
2750;"2020-06-01 23:51:55";605;4010.02;0.0;2;9
2751;"2020-06-01 22:24:04";36;2807.48;0.0;2;7
2752;"2020-06-01 11:56:40";893;8587.88;8587.88;0;1
2753;"2020-06-01 16:40:45";319;309.98;0.0;2;9
2754;"2020-06-01 12:02:19";209;7919.65;0.0;2;7
2755;"2020-06-01 23:11:58";314;2631.49;0.0;2;4
2756;"2020-06-01 00:53:38";656;4927.49;0.0;1;9
2757;"2020-06-01 16:12:01";332;8490.25;0.0;1;6
2758;"2020-06-01 13:24:56";890;4233.26;0.0;1;10
2759;"2020-06-01 09:46:35";404;1449.51;0.0;1;10
2760;"2020-06-01 22:39:35";983;2651.83;0.0;2;2
2761;"2020-06-01 20:42:48";331;7005.56;0.0;2;2
2762;"2020-06-01 19:11:51";855;243.68;0.0;2;9
2763;"2020-06-01 14:35:43";110;849.38;0.0;1;5
2764;"2020-06-01 05:12:03";593;9285.45;9285.45;0;7
2765;"2020-06-01 02:18:30";76;9340.21;0.0;2;8
2766;"2020-06-01 06:09:13";936;8286.43;8286.43;0;8
2767;"2020-06-01 20:16:18";362;8849.66;0.0;2;6
2768;"2020-06-01 14:41:57";718;3343.33;0.0;1;6
2769;"2020-06-01 16:25:45";84;6439.53;6439.53;0;8
2770;"2020-06-01 07:57:56";238;1725.47;0.0;1;1
2771;"2020-06-01 02:04:06";993;6351.65;6351.65;0;10
2772;"2020-06-01 10:26:02";726;8253.8;0.0;1;5
2773;"2020-06-01 06:16:05";418;882.69;882.69;0;3
2774;"2020-06-01 07:59:36";249;5506.84;0.0;1;3
2775;"2020-06-01 14:43:42";856;8603.83;0.0;2;6
2776;"2020-06-01 01:01:26";802;4478.16;0.0;2;9
2777;"2020-06-01 10:12:57";772;621.01;0.0;1;6
2778;"2020-06-01 21:25:35";753;4439.08;0.0;1;4
2779;"2020-06-01 13:16:16";629;7056.93;7056.93;0;4
2780;"2020-06-01 21:52:05";449;4436.36;4436.36;0;2
2781;"2020-06-01 01:35:01";798;1414.85;0.0;2;9
2782;"2020-06-01 22:45:38";213;5181.52;5181.52;0;3
2783;"2020-06-01 01:29:22";570;2544.26;2544.26;0;6
2784;"2020-06-01 07:54:20";350;8763.66;0.0;1;7
2785;"2020-06-01 10:16:14";465;2.34;0.0;1;3
2786;"2020-06-01 07:53:18";493;5431.32;0.0;1;6
2787;"2020-06-01 17:21:56";261;3466.23;0.0;2;10
2788;"2020-06-01 00:49:53";741;6026.96;0.0;2;5
2789;"2020-06-01 00:33:18";978;5121.29;0.0;1;1
2790;"2020-06-01 04:11:27";832;5997.63;5997.63;0;5
2791;"2020-06-01 19:40:53";40;2589.66;2589.66;0;4
2792;"2020-06-01 05:41:47";957;1320.32;1320.32;0;2
2793;"2020-06-01 22:04:31";342;780.98;0.0;2;7
2794;"2020-06-01 21:56:07";949;8335.46;8335.46;0;3
2795;"2020-06-01 00:53:41";380;3191.45;0.0;1;4
2796;"2020-06-01 09:06:32";206;2137.97;0.0;2;6
2797;"2020-06-01 19:41:13";189;5643.3;5643.3;0;10
2798;"2020-06-01 01:52:30";955;1684.84;0.0;2;1
2799;"2020-06-01 14:39:24";837;9583.06;9583.06;0;2
2800;"2020-06-01 05:13:32";840;2588.71;0.0;2;7
2801;"2020-06-01 18:06:43";768;4023.26;0.0;2;5
2802;"2020-06-01 04:13:19";448;219.96;219.96;0;3
2803;"2020-06-01 05:19:49";527;8546.1;0.0;2;8
2804;"2020-06-01 15:31:38";572;9369.64;0.0;2;5
2805;"2020-06-01 10:18:07";285;7856.71;0.0;1;9
2806;"2020-06-01 11:41:18";735;1560.65;0.0;1;9
2807;"2020-06-01 09:43:30";207;6891.24;0.0;2;10
2808;"2020-06-01 11:24:34";50;4957.69;0.0;2;6
2809;"2020-06-01 10:20:12";812;5008.43;0.0;1;9
2810;"2020-06-01 13:11:33";558;3633.17;0.0;1;7
2811;"2020-06-01 15:36:51";104;6221.61;6221.61;0;1
2812;"2020-06-01 22:22:40";105;5206.25;5206.25;0;7
2813;"2020-06-01 11:25:27";24;7506.82;0.0;1;7
2814;"2020-06-01 17:48:47";34;7189.62;0.0;2;10
2815;"2020-06-01 07:07:07";519;9038.71;0.0;1;4
2816;"2020-06-01 18:06:39";727;9950.01;0.0;1;3
2817;"2020-06-01 08:00:17";814;3691.57;0.0;1;8
2818;"2020-06-01 09:15:47";685;6304.87;6304.87;0;2
2819;"2020-06-01 20:11:06";45;572.57;572.57;0;1
2820;"2020-06-01 19:42:45";454;6324.95;6324.95;0;1
2821;"2020-06-01 23:16:17";583;848.83;0.0;2;5
2822;"2020-06-01 03:11:59";527;8867.47;8867.47;0;2
2823;"2020-06-01 18:48:12";872;8150.14;0.0;2;8
2824;"2020-06-01 21:22:25";387;5300.92;0.0;1;10
2825;"2020-06-01 22:57:35";620;9683.64;0.0;1;8
2826;"2020-06-01 23:29:28";110;3465.54;3465.54;0;8
2827;"2020-06-01 03:32:22";208;4534.48;4534.48;0;2
2828;"2020-06-01 20:55:36";376;2403.31;2403.31;0;5
2829;"2020-06-01 06:41:21";408;8942.2;0.0;2;9
2830;"2020-06-01 05:23:41";226;8140.86;8140.86;0;3
2831;"2020-06-01 13:59:48";237;3474.29;0.0;2;2
2832;"2020-06-01 07:10:01";225;3766.02;3766.02;0;9
2833;"2020-06-01 05:45:17";88;7647.24;0.0;2;5
2834;"2020-06-01 08:31:54";690;244.47;0.0;2;10
2835;"2020-06-01 11:16:10";346;4697.36;0.0;2;2
2836;"2020-06-01 17:20:49";861;8511.41;8511.41;0;5
2837;"2020-06-01 05:31:14";522;3747.31;3747.31;0;1
2838;"2020-06-01 07:02:00";170;5073.94;0.0;2;4
2839;"2020-06-01 16:44:08";475;1763.12;1763.12;0;1
2840;"2020-06-01 02:02:22";421;7994.18;7994.18;0;7
2841;"2020-06-01 03:23:46";469;1506.38;1506.38;0;9
2842;"2020-06-01 01:08:13";469;4107.5;4107.5;0;3
2843;"2020-06-01 07:54:33";520;9558.69;9558.69;0;10
2844;"2020-06-01 14:43:52";114;1674.46;1674.46;0;6
2845;"2020-06-01 04:50:30";397;5673.04;5673.04;0;4
2846;"2020-06-01 09:06:04";8;1472.52;0.0;1;2
2847;"2020-06-01 04:36:31";604;8779.43;8779.43;0;7
2848;"2020-06-01 13:19:31";424;8301.36;8301.36;0;10
2849;"2020-06-01 20:27:55";285;8368.87;8368.87;0;2
2850;"2020-06-01 13:39:58";413;9795.31;9795.31;0;10
2851;"2020-06-01 00:08:22";810;2479.1;0.0;2;5
2852;"2020-06-01 04:00:39";895;9691.96;0.0;2;4
2853;"2020-06-01 04:59:32";482;4723.52;0.0;1;9
2854;"2020-06-01 02:00:52";208;3776.83;0.0;2;2
2855;"2020-06-01 20:30:23";671;4706.48;4706.48;0;1
2856;"2020-06-01 11:57:30";211;2681.49;2681.49;0;10
2857;"2020-06-01 16:52:05";305;5559.55;0.0;1;4
2858;"2020-06-01 12:12:59";532;1723.38;0.0;1;2
2859;"2020-06-01 06:08:22";183;3364.27;0.0;2;1
2860;"2020-06-01 03:20:34";686;2799.19;2799.19;0;3
2861;"2020-06-01 23:52:47";527;9892.55;0.0;2;4
2862;"2020-06-01 11:34:52";636;1833.79;0.0;1;1
2863;"2020-06-01 22:47:05";585;8733.0;8733.0;0;5
2864;"2020-06-01 00:59:43";500;890.14;0.0;2;9
2865;"2020-06-01 09:46:02";232;6663.06;0.0;1;4
2866;"2020-06-01 14:23:02";594;1304.31;0.0;1;1
2867;"2020-06-01 22:21:06";381;5596.44;5596.44;0;2
2868;"2020-06-01 01:22:55";193;1257.08;0.0;1;2
2869;"2020-06-01 11:43:43";785;3954.18;0.0;2;1
2870;"2020-06-01 02:07:46";225;2259.7;0.0;1;9
2871;"2020-06-01 18:12:52";272;587.09;0.0;1;1
2872;"2020-06-01 06:35:33";892;6937.05;6937.05;0;2
2873;"2020-06-01 10:00:50";701;4974.36;0.0;2;8
2874;"2020-06-01 21:49:59";687;9153.68;9153.68;0;1
2875;"2020-06-01 20:39:07";686;7239.01;7239.01;0;4
2876;"2020-06-01 10:39:35";639;4456.37;0.0;1;1
2877;"2020-06-01 02:47:16";220;3297.86;0.0;2;10
2878;"2020-06-01 22:05:17";484;7604.41;0.0;1;8
2879;"2020-06-01 16:59:14";512;9292.35;0.0;1;2
2880;"2020-06-01 03:55:06";949;6823.37;0.0;2;4
2881;"2020-06-01 22:39:06";217;5255.51;5255.51;0;6
2882;"2020-06-01 11:54:17";855;4640.15;0.0;1;3
2883;"2020-06-01 18:44:15";420;8037.64;8037.64;0;10
2884;"2020-06-01 13:42:25";351;9621.93;0.0;1;7
2885;"2020-06-01 15:06:11";810;4956.49;0.0;1;6
2886;"2020-06-01 10:13:38";564;5027.7;5027.7;0;4
2887;"2020-06-01 18:51:43";820;1919.85;0.0;2;5
2888;"2020-06-01 06:00:24";163;859.66;0.0;2;7
2889;"2020-06-01 07:23:43";617;7197.2;0.0;2;3
2890;"2020-06-01 09:19:38";37;7740.95;0.0;2;6
2891;"2020-06-01 03:42:37";41;6241.32;6241.32;0;7
2892;"2020-06-01 05:35:32";129;703.37;703.37;0;5
2893;"2020-06-01 03:19:53";87;5476.02;0.0;2;5
2894;"2020-06-01 04:18:47";640;699.05;699.05;0;2
2895;"2020-06-01 03:18:14";724;7609.12;0.0;2;8
2896;"2020-06-01 16:21:01";831;2400.4;2400.4;0;5
2897;"2020-06-01 05:34:57";694;6483.46;0.0;2;7
2898;"2020-06-01 22:17:59";558;663.6;663.6;0;7
2899;"2020-06-01 04:28:00";700;1766.79;0.0;2;2
2900;"2020-06-01 09:35:57";858;537.57;0.0;1;8
2901;"2020-06-01 23:26:11";982;8774.82;0.0;2;3
2902;"2020-06-01 23:01:12";311;8631.5;8631.5;0;2
2903;"2020-06-01 07:53:51";806;4631.86;0.0;2;4
2904;"2020-06-01 15:12:12";791;7331.2;0.0;2;9
2905;"2020-06-01 16:06:48";561;1857.9;0.0;2;9
2906;"2020-06-01 17:10:30";388;9194.72;0.0;1;1
2907;"2020-06-01 20:26:18";99;4729.79;4729.79;0;3
2908;"2020-06-01 02:34:36";873;1869.39;0.0;2;8
2909;"2020-06-01 19:50:33";122;2641.43;0.0;1;6
2910;"2020-06-01 20:40:27";783;5160.75;5160.75;0;10
2911;"2020-06-01 03:33:19";859;771.61;771.61;0;7
2912;"2020-06-01 11:13:10";33;1144.42;0.0;2;1
2913;"2020-06-01 14:54:45";393;9089.95;9089.95;0;5
2914;"2020-06-01 11:30:40";425;6237.06;0.0;2;4
2915;"2020-06-01 14:09:53";543;866.58;0.0;1;7
2916;"2020-06-01 01:58:48";549;5316.25;0.0;2;3
2917;"2020-06-01 00:39:48";663;6018.99;6018.99;0;9
2918;"2020-06-01 10:54:48";550;2780.27;0.0;1;7
2919;"2020-06-01 10:51:17";528;9792.98;0.0;1;9
2920;"2020-06-01 07:49:29";134;2939.22;0.0;2;7
2921;"2020-06-01 01:12:04";135;5239.69;0.0;1;7
2922;"2020-06-01 01:26:30";9;2495.48;2495.48;0;9
2923;"2020-06-01 13:38:55";4;7869.16;0.0;1;1
2924;"2020-06-01 18:06:40";601;4862.69;4862.69;0;6
2925;"2020-06-01 23:14:00";782;1724.92;1724.92;0;1
2926;"2020-06-01 07:22:19";315;9543.44;0.0;2;2
2927;"2020-06-01 02:31:19";783;9273.7;0.0;2;9
2928;"2020-06-01 02:05:29";545;8182.08;0.0;1;2
2929;"2020-06-01 03:41:17";804;9119.41;9119.41;0;8
2930;"2020-06-01 07:22:50";932;1773.01;0.0;1;10
2931;"2020-06-01 06:07:33";96;9157.6;0.0;2;9
2932;"2020-06-01 15:09:33";577;3970.73;0.0;1;3
2933;"2020-06-01 20:53:09";930;1754.12;0.0;1;6
2934;"2020-06-01 20:03:45";881;2743.7;2743.7;0;8
2935;"2020-06-01 09:27:38";593;7573.11;7573.11;0;3
2936;"2020-06-01 14:06:49";670;4563.5;4563.5;0;8
2937;"2020-06-01 02:37:49";973;6350.66;0.0;1;1
2938;"2020-06-01 05:37:31";150;837.75;837.75;0;4
2939;"2020-06-01 09:18:57";791;4112.97;0.0;1;2
2940;"2020-06-01 02:04:01";38;7892.01;7892.01;0;5
2941;"2020-06-01 00:34:38";961;4814.35;4814.35;0;5
2942;"2020-06-01 04:24:09";757;8083.5;0.0;2;4
2943;"2020-06-01 20:11:02";156;210.37;0.0;2;9
2944;"2020-06-01 22:14:45";754;7787.08;7787.08;0;8
2945;"2020-06-01 16:59:42";68;9914.96;0.0;1;7
2946;"2020-06-01 11:55:27";456;6321.66;6321.66;0;3
2947;"2020-06-01 13:27:49";748;6294.25;0.0;2;5
2948;"2020-06-01 11:06:01";895;267.71;267.71;0;6
2949;"2020-06-01 03:12:10";242;8241.99;8241.99;0;5
2950;"2020-06-01 21:31:16";197;8043.15;0.0;2;9
2951;"2020-06-01 23:30:30";48;8425.95;8425.95;0;8
2952;"2020-06-01 11:16:30";551;6626.72;0.0;2;7
2953;"2020-06-01 12:29:44";71;9596.8;0.0;2;9
2954;"2020-06-01 07:27:46";329;3612.18;0.0;2;4
2955;"2020-06-01 15:22:23";120;3662.71;0.0;2;6
2956;"2020-06-01 19:19:27";396;4602.01;0.0;1;9
2957;"2020-06-01 09:14:50";856;8946.8;8946.8;0;6
2958;"2020-06-01 08:11:27";421;5660.39;5660.39;0;7
2959;"2020-06-01 10:58:51";644;5199.75;0.0;1;10
2960;"2020-06-01 11:21:24";753;9087.93;9087.93;0;3
2961;"2020-06-01 16:39:56";248;6217.23;0.0;2;2
2962;"2020-06-01 22:22:42";202;5197.54;0.0;2;2
2963;"2020-06-01 14:47:22";684;7337.17;0.0;1;9
2964;"2020-06-01 09:40:00";254;3695.29;0.0;1;4
2965;"2020-06-01 06:20:30";3;534.02;0.0;2;2
2966;"2020-06-01 16:18:55";742;2431.73;0.0;1;10
2967;"2020-06-01 00:08:34";173;6499.34;0.0;2;3
2968;"2020-06-01 21:59:23";172;4009.24;0.0;2;6
2969;"2020-06-01 13:39:24";508;9056.59;9056.59;0;9
2970;"2020-06-01 17:27:23";388;8426.75;8426.75;0;1
2971;"2020-06-01 05:43:39";161;7903.57;7903.57;0;4
2972;"2020-06-01 04:11:03";379;2622.75;0.0;1;6
2973;"2020-06-01 20:25:42";720;6252.29;0.0;2;10
2974;"2020-06-01 13:18:56";340;1546.35;1546.35;0;2
2975;"2020-06-01 19:24:46";771;8031.73;8031.73;0;4
2976;"2020-06-01 14:46:04";661;4939.64;0.0;2;3
2977;"2020-06-01 19:11:39";996;7364.71;0.0;1;4
2978;"2020-06-01 18:43:15";884;5145.24;5145.24;0;3
2979;"2020-06-01 22:15:46";589;802.28;0.0;1;6
2980;"2020-06-01 08:44:50";723;3344.52;0.0;1;8
2981;"2020-06-01 09:42:53";9;9915.79;0.0;1;3
2982;"2020-06-01 06:45:30";417;163.62;0.0;2;5
2983;"2020-06-01 00:59:32";888;272.13;272.13;0;5
2984;"2020-06-01 16:16:04";746;5627.85;0.0;2;4
2985;"2020-06-01 16:24:26";552;9357.15;9357.15;0;5
2986;"2020-06-01 19:32:48";306;8166.98;0.0;1;5
2987;"2020-06-01 15:49:03";603;4816.69;0.0;2;1
2988;"2020-06-01 21:35:58";707;1533.24;0.0;1;4
2989;"2020-06-01 16:17:23";508;9449.08;0.0;1;10
2990;"2020-06-01 22:57:21";461;6945.15;0.0;2;8
2991;"2020-06-01 23:18:35";405;7043.14;7043.14;0;4
2992;"2020-06-01 16:16:52";967;8959.62;8959.62;0;4
2993;"2020-06-01 03:08:22";606;4595.72;0.0;2;9
2994;"2020-06-01 17:02:24";175;2044.18;0.0;1;5
2995;"2020-06-01 23:06:31";482;186.31;186.31;0;7
2996;"2020-06-01 21:09:17";717;8704.93;0.0;1;7
2997;"2020-06-01 12:31:47";790;203.08;0.0;1;6
2998;"2020-06-01 05:53:58";364;3552.28;0.0;2;9
2999;"2020-06-01 18:19:37";825;5417.72;5417.72;0;9
3000;"2020-06-01 22:18:46";907;3678.66;3678.66;0;4
3001;"2020-06-01 00:45:16";165;8151.98;0.0;2;8
3002;"2020-06-01 11:18:11";789;8095.29;0.0;2;3
3003;"2020-06-01 00:21:42";822;5368.05;0.0;1;2
3004;"2020-06-01 08:52:44";157;5239.12;5239.12;0;9
3005;"2020-06-01 05:28:19";414;7690.55;0.0;1;1
3006;"2020-06-01 18:09:17";115;1319.93;0.0;2;4
3007;"2020-06-01 11:23:15";897;7219.53;0.0;2;5
3008;"2020-06-01 02:47:53";886;5727.52;5727.52;0;6
3009;"2020-06-01 16:40:54";460;7451.88;0.0;2;6
3010;"2020-06-01 22:43:18";928;6152.46;0.0;2;4
3011;"2020-06-01 19:55:22";699;3968.96;3968.96;0;1
3012;"2020-06-01 13:08:14";544;2374.27;0.0;1;2
3013;"2020-06-01 16:58:52";840;1889.6;1889.6;0;5
3014;"2020-06-01 04:09:59";814;6817.85;0.0;2;9
3015;"2020-06-01 15:06:49";26;4893.98;0.0;1;4
3016;"2020-06-01 23:55:37";323;3543.99;3543.99;0;9
3017;"2020-06-01 16:48:00";892;5200.24;0.0;2;1
3018;"2020-06-01 22:19:05";613;7989.28;0.0;1;2
3019;"2020-06-01 14:40:36";174;5873.9;5873.9;0;3
3020;"2020-06-01 22:12:51";117;3764.28;0.0;2;10
3021;"2020-06-01 20:19:26";296;7763.62;7763.62;0;5
3022;"2020-06-01 03:45:21";738;2510.06;0.0;1;10
3023;"2020-06-01 08:12:26";845;7023.43;0.0;1;5
3024;"2020-06-01 03:24:18";726;9149.22;0.0;2;4
3025;"2020-06-01 05:45:41";868;4283.23;0.0;1;1
3026;"2020-06-01 14:04:54";156;9889.72;0.0;2;4
3027;"2020-06-01 14:51:13";9;9091.62;9091.62;0;7
3028;"2020-06-01 04:35:00";468;9682.16;9682.16;0;8
3029;"2020-06-01 16:58:53";741;9146.11;0.0;1;2
3030;"2020-06-01 19:43:31";190;1223.55;1223.55;0;10
3031;"2020-06-01 00:56:33";284;1259.95;1259.95;0;4
3032;"2020-06-01 05:32:04";321;9363.39;0.0;1;8
3033;"2020-06-01 16:47:57";146;3047.59;0.0;1;1
3034;"2020-06-01 11:13:16";744;4319.26;4319.26;0;8
3035;"2020-06-01 17:38:29";439;1342.68;0.0;2;6
3036;"2020-06-01 19:50:23";652;9456.67;0.0;1;4
3037;"2020-06-01 20:10:30";994;5638.73;0.0;1;3
3038;"2020-06-01 00:14:24";869;5637.09;0.0;2;1
3039;"2020-06-01 06:06:46";516;4949.25;4949.25;0;10
3040;"2020-06-01 00:09:46";277;3984.83;0.0;1;2
3041;"2020-06-01 01:44:57";294;1854.79;1854.79;0;8
3042;"2020-06-01 11:30:54";780;3159.14;3159.14;0;7
3043;"2020-06-01 03:55:14";877;2912.59;0.0;2;3
3044;"2020-06-01 19:14:48";286;227.93;0.0;1;7
3045;"2020-06-01 09:21:31";174;4671.22;0.0;1;8
3046;"2020-06-01 07:51:55";493;6501.14;6501.14;0;3
3047;"2020-06-01 14:27:04";129;6218.92;6218.92;0;9
3048;"2020-06-01 01:41:29";536;268.65;0.0;1;2
3049;"2020-06-01 22:34:46";876;4308.63;0.0;2;9
3050;"2020-06-01 22:49:11";218;7464.65;0.0;2;7
3051;"2020-06-01 07:41:56";399;4793.65;4793.65;0;2
3052;"2020-06-01 14:32:48";98;2608.04;2608.04;0;3
3053;"2020-06-01 19:33:01";537;3371.38;3371.38;0;5
3054;"2020-06-01 05:44:05";411;5799.77;0.0;1;8
3055;"2020-06-01 13:57:21";890;804.72;804.72;0;5
3056;"2020-06-01 15:47:50";213;5540.73;5540.73;0;1
